,room,game,condition,first_player,move,agreement
3,11,17,control,1,3,1.0
4,11,17,control,1,4,1.0
5,11,17,control,1,5,0.0
6,11,17,control,1,6,1.0
7,11,17,control,1,7,1.0
8,11,17,control,1,8,1.0
9,11,17,control,1,9,1.0
10,11,17,control,1,10,1.0
11,11,17,control,1,11,1.0
12,11,17,control,1,12,1.0
13,11,17,control,1,13,1.0
14,11,17,control,1,14,1.0
0,11,18,control,1,0,0.25
1,11,18,control,1,1,1.0
2,11,18,control,1,2,1.0
3,11,18,control,1,3,1.0
4,11,18,control,1,4,1.0
5,11,18,control,1,5,1.0
6,11,18,control,1,6,1.0
7,11,18,control,1,7,1.0
8,11,18,control,1,8,1.0
9,11,18,control,1,9,1.0
10,11,18,control,1,10,1.0
11,11,18,control,1,11,1.0
12,11,18,control,1,12,1.0
13,11,18,control,1,13,1.0
14,11,18,control,1,14,1.0
0,11,19,control,0,0,0.25
1,11,19,control,0,1,0.0
2,11,19,control,0,2,0.5
3,11,19,control,0,3,0.0
4,11,19,control,0,4,0.5
5,11,19,control,0,5,0.0
6,11,19,control,0,6,0.5
7,11,19,control,0,7,0.0
8,11,19,control,0,8,1.0
9,11,19,control,0,9,0.0
10,11,19,control,0,10,1.0
11,11,19,control,0,11,0.0
12,11,19,control,0,12,1.0
13,11,19,control,0,13,0.0
14,11,19,control,0,14,1.0
0,12,0,control,0,0,0.25
1,12,0,control,0,1,0.0
2,12,0,control,0,2,1.0
3,12,0,control,0,3,1.0
4,12,0,control,0,4,1.0
5,12,0,control,0,5,1.0
6,12,0,control,0,6,0.0
7,12,0,control,0,7,1.0
8,12,0,control,0,8,0.0
9,12,0,control,0,9,0.0
10,12,0,control,0,10,1.0
11,12,0,control,0,11,1.0
12,12,0,control,0,12,0.0
13,12,0,control,0,13,1.0
14,12,0,control,0,14,0.0
0,12,1,control,1,0,0.25
1,12,1,control,1,1,0.0
2,12,1,control,1,2,0.5
3,12,1,control,1,3,1.0
4,12,1,control,1,4,0.5
5,12,1,control,1,5,0.0
6,12,1,control,1,6,1.0
7,12,1,control,1,7,0.0
8,12,1,control,1,8,0.5
9,12,1,control,1,9,0.0
10,12,1,control,1,10,1.0
11,12,1,control,1,11,0.0
12,12,1,control,1,12,1.0
13,12,1,control,1,13,0.0
14,12,1,control,1,14,1.0
0,12,2,control,0,0,0.25
1,12,2,control,0,1,0.3333333333333333
2,12,2,control,0,2,0.5
3,12,2,control,0,3,1.0
4,12,2,control,0,4,1.0
5,12,2,control,0,5,1.0
6,12,2,control,0,6,1.0
7,12,2,control,0,7,1.0
8,12,2,control,0,8,1.0
9,12,2,control,0,9,1.0
10,12,2,control,0,10,1.0
11,12,2,control,0,11,1.0
12,12,2,control,0,12,1.0
13,12,2,control,0,13,1.0
14,12,2,control,0,14,1.0
0,12,3,control,1,0,0.25
1,12,3,control,1,1,1.0
2,12,3,control,1,2,1.0
3,12,3,control,1,3,0.0
4,12,3,control,1,4,1.0
5,12,3,control,1,5,1.0
6,12,3,control,1,6,1.0
7,12,3,control,1,7,1.0
8,12,3,control,1,8,1.0
9,12,3,control,1,9,1.0
10,12,3,control,1,10,1.0
11,12,3,control,1,11,1.0
12,12,3,control,1,12,1.0
13,12,3,control,1,13,1.0
14,12,3,control,1,14,1.0
0,12,4,control,0,0,0.25
1,12,4,control,0,1,1.0
2,12,4,control,0,2,1.0
3,12,4,control,0,3,1.0
4,12,4,control,0,4,1.0
5,12,4,control,0,5,1.0
6,12,4,control,0,6,1.0
7,12,4,control,0,7,1.0
8,12,4,control,0,8,1.0
9,12,4,control,0,9,1.0
10,12,4,control,0,10,1.0
11,12,4,control,0,11,0.0
12,12,4,control,0,12,0.0
13,12,4,control,0,13,1.0
14,12,4,control,0,14,1.0
0,12,5,control,1,0,0.25
1,12,5,control,1,1,1.0
2,12,5,control,1,2,1.0
3,12,5,control,1,3,1.0
4,12,5,control,1,4,1.0
5,12,5,control,1,5,1.0
6,12,5,control,1,6,1.0
7,12,5,control,1,7,1.0
8,12,5,control,1,8,1.0
9,12,5,control,1,9,1.0
10,12,5,control,1,10,1.0
11,12,5,control,1,11,1.0
12,12,5,control,1,12,1.0
13,12,5,control,1,13,1.0
14,12,5,control,1,14,1.0
0,12,6,control,0,0,0.25
1,12,6,control,0,1,0.3333333333333333
2,12,6,control,0,2,1.0
3,12,6,control,0,3,1.0
4,12,6,control,0,4,1.0
5,12,6,control,0,5,1.0
6,12,6,control,0,6,1.0
7,12,6,control,0,7,1.0
8,12,6,control,0,8,1.0
9,12,6,control,0,9,1.0
10,12,6,control,0,10,1.0
11,12,6,control,0,11,1.0
12,12,6,control,0,12,1.0
13,12,6,control,0,13,1.0
14,12,6,control,0,14,1.0
0,12,7,control,1,0,0.25
1,12,7,control,1,1,1.0
2,12,7,control,1,2,1.0
3,12,7,control,1,3,0.0
4,12,7,control,1,4,1.0
5,12,7,control,1,5,1.0
6,12,7,control,1,6,1.0
7,12,7,control,1,7,0.0
8,12,7,control,1,8,0.3333333333333333
9,12,7,control,1,9,0.5
10,12,7,control,1,10,1.0
11,12,7,control,1,11,1.0
12,12,7,control,1,12,1.0
13,12,7,control,1,13,1.0
14,12,7,control,1,14,1.0
0,12,8,control,0,0,0.25
1,12,8,control,0,1,0.3333333333333333
2,12,8,control,0,2,1.0
3,12,8,control,0,3,0.5
4,12,8,control,0,4,1.0
5,12,8,control,0,5,1.0
6,12,8,control,0,6,1.0
7,12,8,control,0,7,1.0
8,12,8,control,0,8,1.0
9,12,8,control,0,9,1.0
10,12,8,control,0,10,1.0
11,12,8,control,0,11,1.0
12,12,8,control,0,12,1.0
13,12,8,control,0,13,0.0
14,12,8,control,0,14,0.0
0,12,9,control,1,0,0.25
1,12,9,control,1,1,0.3333333333333333
2,12,9,control,1,2,1.0
3,12,9,control,1,3,1.0
4,12,9,control,1,4,0.5
5,12,9,control,1,5,1.0
6,12,9,control,1,6,1.0
7,12,9,control,1,7,1.0
8,12,9,control,1,8,1.0
9,12,9,control,1,9,1.0
10,12,9,control,1,10,1.0
11,12,9,control,1,11,1.0
12,12,9,control,1,12,1.0
13,12,9,control,1,13,1.0
14,12,9,control,1,14,0.0
0,12,10,control,0,0,0.25
1,12,10,control,0,1,1.0
2,12,10,control,0,2,1.0
3,12,10,control,0,3,0.0
4,12,10,control,0,4,1.0
5,12,10,control,0,5,1.0
6,12,10,control,0,6,1.0
7,12,10,control,0,7,1.0
8,12,10,control,0,8,1.0
9,12,10,control,0,9,1.0
10,12,10,control,0,10,1.0
11,12,10,control,0,11,1.0
12,12,10,control,0,12,1.0
13,12,10,control,0,13,1.0
14,12,10,control,0,14,1.0
0,12,11,control,1,0,0.25
1,12,11,control,1,1,1.0
2,12,11,control,1,2,1.0
3,12,11,control,1,3,1.0
4,12,11,control,1,4,1.0
5,12,11,control,1,5,1.0
6,12,11,control,1,6,1.0
7,12,11,control,1,7,1.0
8,12,11,control,1,8,1.0
9,12,11,control,1,9,1.0
10,12,11,control,1,10,1.0
11,12,11,control,1,11,1.0
12,12,11,control,1,12,1.0
13,12,11,control,1,13,1.0
14,12,11,control,1,14,1.0
0,12,12,control,0,0,0.25
1,12,12,control,0,1,0.3333333333333333
2,12,12,control,0,2,0.5
3,12,12,control,0,3,1.0
4,12,12,control,0,4,1.0
5,12,12,control,0,5,1.0
6,12,12,control,0,6,1.0
7,12,12,control,0,7,1.0
8,12,12,control,0,8,1.0
9,12,12,control,0,9,1.0
10,12,12,control,0,10,1.0
11,12,12,control,0,11,1.0
12,12,12,control,0,12,1.0
13,12,12,control,0,13,1.0
14,12,12,control,0,14,1.0
0,12,13,control,1,0,0.25
1,12,13,control,1,1,0.3333333333333333
2,12,13,control,1,2,0.5
3,12,13,control,1,3,1.0
4,12,13,control,1,4,0.25
5,12,13,control,1,5,0.3333333333333333
6,12,13,control,1,6,0.5
7,12,13,control,1,7,1.0
8,12,13,control,1,8,1.0
9,12,13,control,1,9,1.0
10,12,13,control,1,10,1.0
11,12,13,control,1,11,1.0
12,12,13,control,1,12,1.0
13,12,13,control,1,13,1.0
14,12,13,control,1,14,1.0
0,12,14,control,0,0,0.25
1,12,14,control,0,1,0.3333333333333333
2,12,14,control,0,2,0.5
3,12,14,control,0,3,1.0
4,12,14,control,0,4,0.25
5,12,14,control,0,5,0.3333333333333333
6,12,14,control,0,6,1.0
7,12,14,control,0,7,0.0
8,12,14,control,0,8,1.0
9,12,14,control,0,9,1.0
10,12,14,control,0,10,0.5
11,12,14,control,0,11,0.0
12,12,14,control,0,12,1.0
13,12,14,control,0,13,0.0
14,12,14,control,0,14,1.0
0,12,15,control,1,0,0.25
1,12,15,control,1,1,1.0
2,12,15,control,1,2,1.0
3,12,15,control,1,3,0.0
4,12,15,control,1,4,0.0
5,12,15,control,1,5,0.0
6,12,15,control,1,6,0.0
7,12,15,control,1,7,0.0
8,12,15,control,1,8,0.0
9,12,15,control,1,9,0.0
10,12,15,control,1,10,0.0
11,12,15,control,1,11,0.3333333333333333
12,12,15,control,1,12,0.0
13,12,15,control,1,13,1.0
14,12,15,control,1,14,1.0
0,12,16,control,0,0,0.25
1,12,16,control,0,1,1.0
2,12,16,control,0,2,0.0
3,12,16,control,0,3,0.3333333333333333
4,12,16,control,0,4,1.0
5,12,16,control,0,5,0.5
6,12,16,control,0,6,1.0
7,12,16,control,0,7,1.0
8,12,16,control,0,8,0.5
9,12,16,control,0,9,0.0
10,12,16,control,0,10,1.0
11,12,16,control,0,11,0.0
12,12,16,control,0,12,0.0
13,12,16,control,0,13,0.5
14,12,16,control,0,14,1.0
0,12,17,control,1,0,0.25
1,12,17,control,1,1,1.0
2,12,17,control,1,2,1.0
3,12,17,control,1,3,1.0
4,12,17,control,1,4,1.0
5,12,17,control,1,5,1.0
6,12,17,control,1,6,1.0
7,12,17,control,1,7,1.0
8,12,17,control,1,8,1.0
9,12,17,control,1,9,1.0
10,12,17,control,1,10,1.0
11,12,17,control,1,11,1.0
12,12,17,control,1,12,1.0
13,12,17,control,1,13,1.0
14,12,17,control,1,14,1.0
0,12,18,control,0,0,0.25
1,12,18,control,0,1,0.3333333333333333
2,12,18,control,0,2,1.0
3,12,18,control,0,3,1.0
4,12,18,control,0,4,0.5
5,12,18,control,0,5,1.0
6,12,18,control,0,6,1.0
7,12,18,control,0,7,1.0
8,12,18,control,0,8,1.0
9,12,18,control,0,9,1.0
10,12,18,control,0,10,1.0
11,12,18,control,0,11,1.0
12,12,18,control,0,12,1.0
13,12,18,control,0,13,1.0
14,12,18,control,0,14,1.0
0,12,19,control,1,0,0.25
1,12,19,control,1,1,1.0
2,12,19,control,1,2,1.0
3,12,19,control,1,3,0.0
4,12,19,control,1,4,1.0
5,12,19,control,1,5,1.0
6,12,19,control,1,6,1.0
7,12,19,control,1,7,1.0
8,12,19,control,1,8,1.0
9,12,19,control,1,9,1.0
10,12,19,control,1,10,1.0
11,12,19,control,1,11,1.0
12,12,19,control,1,12,1.0
13,12,19,control,1,13,1.0
14,12,19,control,1,14,1.0
0,16,0,control,0,0,0.25
1,16,0,control,0,1,0.0
2,16,0,control,0,2,0.5
3,16,0,control,0,3,0.0
4,16,0,control,0,4,1.0
5,16,0,control,0,5,0.0
6,16,0,control,0,6,1.0
7,16,0,control,0,7,0.0
8,16,0,control,0,8,1.0
9,16,0,control,0,9,0.0
10,16,0,control,0,10,0.0
11,16,0,control,0,11,0.0
12,16,0,control,0,12,0.0
13,16,0,control,0,13,0.0
14,16,0,control,0,14,0.0
0,16,1,control,1,0,0.25
1,16,1,control,1,1,1.0
2,16,1,control,1,2,0.0
3,16,1,control,1,3,1.0
4,16,1,control,1,4,0.0
5,16,1,control,1,5,1.0
6,16,1,control,1,6,1.0
7,16,1,control,1,7,0.0
8,16,1,control,1,8,0.0
9,16,1,control,1,9,1.0
10,16,1,control,1,10,0.0
11,16,1,control,1,11,0.0
12,16,1,control,1,12,0.0
13,16,1,control,1,13,0.0
14,16,1,control,1,14,1.0
0,16,2,control,0,0,0.25
1,16,2,control,0,1,0.0
2,16,2,control,0,2,0.5
3,16,2,control,0,3,1.0
4,16,2,control,0,4,0.0
5,16,2,control,0,5,0.0
6,16,2,control,0,6,0.0
7,16,2,control,0,7,0.0
8,16,2,control,0,8,0.0
9,16,2,control,0,9,0.0
10,16,2,control,0,10,0.5
11,16,2,control,0,11,1.0
12,16,2,control,0,12,0.0
13,16,2,control,0,13,0.0
14,16,2,control,0,14,1.0
0,16,3,control,1,0,0.25
1,16,3,control,1,1,0.0
2,16,3,control,1,2,0.3333333333333333
3,16,3,control,1,3,0.0
4,16,3,control,1,4,0.0
5,16,3,control,1,5,0.0
6,16,3,control,1,6,0.0
7,16,3,control,1,7,0.0
8,16,3,control,1,8,0.0
9,16,3,control,1,9,0.0
10,16,3,control,1,10,0.0
11,16,3,control,1,11,0.0
12,16,3,control,1,12,0.0
13,16,3,control,1,13,1.0
14,16,3,control,1,14,0.0
0,16,4,control,0,0,0.25
1,16,4,control,0,1,1.0
2,16,4,control,0,2,0.3333333333333333
3,16,4,control,0,3,0.0
4,16,4,control,0,4,0.5
5,16,4,control,0,5,0.0
6,16,4,control,0,6,0.0
7,16,4,control,0,7,0.0
8,16,4,control,0,8,1.0
9,16,4,control,0,9,1.0
10,16,4,control,0,10,0.0
11,16,4,control,0,11,0.0
12,16,4,control,0,12,1.0
13,16,4,control,0,13,0.0
14,16,4,control,0,14,0.0
0,16,5,control,1,0,0.25
1,16,5,control,1,1,0.3333333333333333
2,16,5,control,1,2,1.0
3,16,5,control,1,3,0.0
4,16,5,control,1,4,0.0
5,16,5,control,1,5,0.0
6,16,5,control,1,6,0.0
7,16,5,control,1,7,0.5
8,16,5,control,1,8,1.0
9,16,5,control,1,9,1.0
10,16,5,control,1,10,0.0
11,16,5,control,1,11,0.0
12,16,5,control,1,12,0.0
13,16,5,control,1,13,1.0
14,16,5,control,1,14,1.0
0,16,6,control,0,0,0.25
1,16,6,control,0,1,0.0
2,16,6,control,0,2,0.3333333333333333
3,16,6,control,0,3,0.0
4,16,6,control,0,4,0.0
5,16,6,control,0,5,0.5
6,16,6,control,0,6,1.0
7,16,6,control,0,7,0.0
8,16,6,control,0,8,0.3333333333333333
9,16,6,control,0,9,0.0
10,16,6,control,0,10,0.0
11,16,6,control,0,11,0.0
12,16,6,control,0,12,1.0
13,16,6,control,0,13,0.0
14,16,6,control,0,14,1.0
0,16,7,control,1,0,0.25
1,16,7,control,1,1,0.3333333333333333
2,16,7,control,1,2,0.0
3,16,7,control,1,3,1.0
4,16,7,control,1,4,1.0
5,16,7,control,1,5,0.0
6,16,7,control,1,6,0.0
7,16,7,control,1,7,0.0
8,16,7,control,1,8,0.0
9,16,7,control,1,9,0.0
10,16,7,control,1,10,0.0
11,16,7,control,1,11,1.0
12,16,7,control,1,12,1.0
13,16,7,control,1,13,0.0
14,16,7,control,1,14,0.0
0,16,8,control,0,0,0.25
1,16,8,control,0,1,0.3333333333333333
2,16,8,control,0,2,0.5
3,16,8,control,0,3,0.0
4,16,8,control,0,4,0.0
5,16,8,control,0,5,1.0
6,16,8,control,0,6,0.3333333333333333
7,16,8,control,0,7,1.0
8,16,8,control,0,8,1.0
9,16,8,control,0,9,1.0
10,16,8,control,0,10,1.0
11,16,8,control,0,11,0.0
12,16,8,control,0,12,0.0
13,16,8,control,0,13,0.0
14,16,8,control,0,14,1.0
0,16,9,control,1,0,0.25
1,16,9,control,1,1,0.3333333333333333
2,16,9,control,1,2,0.0
3,16,9,control,1,3,0.0
4,16,9,control,1,4,0.5
5,16,9,control,1,5,1.0
6,16,9,control,1,6,0.0
7,16,9,control,1,7,0.0
8,16,9,control,1,8,0.0
9,16,9,control,1,9,1.0
10,16,9,control,1,10,0.0
11,16,9,control,1,11,1.0
12,16,9,control,1,12,0.0
13,16,9,control,1,13,1.0
14,16,9,control,1,14,0.0
0,16,10,control,0,0,0.25
1,16,10,control,0,1,1.0
2,16,10,control,0,2,0.3333333333333333
3,16,10,control,0,3,0.0
4,16,10,control,0,4,0.0
5,16,10,control,0,5,0.0
6,16,10,control,0,6,0.0
7,16,10,control,0,7,0.0
8,16,10,control,0,8,1.0
9,16,10,control,0,9,0.5
10,16,10,control,0,10,0.0
11,16,10,control,0,11,1.0
12,16,10,control,0,12,0.0
13,16,10,control,0,13,0.0
14,16,10,control,0,14,0.0
0,16,11,control,1,0,0.25
1,16,11,control,1,1,0.3333333333333333
2,16,11,control,1,2,0.0
3,16,11,control,1,3,1.0
4,16,11,control,1,4,0.0
5,16,11,control,1,5,1.0
6,16,11,control,1,6,0.0
7,16,11,control,1,7,1.0
8,16,11,control,1,8,1.0
9,16,11,control,1,9,0.0
10,16,11,control,1,10,1.0
11,16,11,control,1,11,0.0
12,16,11,control,1,12,0.0
13,16,11,control,1,13,0.0
14,16,11,control,1,14,1.0
0,16,12,control,0,0,0.25
1,16,12,control,0,1,0.3333333333333333
2,16,12,control,0,2,0.5
3,16,12,control,0,3,0.0
4,16,12,control,0,4,1.0
5,16,12,control,0,5,0.0
6,16,12,control,0,6,1.0
7,16,12,control,0,7,0.0
8,16,12,control,0,8,1.0
9,16,12,control,0,9,1.0
10,16,12,control,0,10,1.0
11,16,12,control,0,11,1.0
12,16,12,control,0,12,1.0
13,16,12,control,0,13,0.0
14,16,12,control,0,14,0.0
0,16,13,control,1,0,0.25
1,16,13,control,1,1,0.0
2,16,13,control,1,2,1.0
3,16,13,control,1,3,0.0
4,16,13,control,1,4,0.0
5,16,13,control,1,5,1.0
6,16,13,control,1,6,0.0
7,16,13,control,1,7,0.0
8,16,13,control,1,8,0.0
9,16,13,control,1,9,1.0
10,16,13,control,1,10,0.0
11,16,13,control,1,11,0.0
12,16,13,control,1,12,0.0
13,16,13,control,1,13,0.0
14,16,13,control,1,14,1.0
0,16,14,control,0,0,0.25
1,16,14,control,0,1,0.0
2,16,14,control,0,2,0.0
3,16,14,control,0,3,0.3333333333333333
4,16,14,control,0,4,0.5
5,16,14,control,0,5,0.0
6,16,14,control,0,6,1.0
7,16,14,control,0,7,1.0
8,16,14,control,0,8,1.0
9,16,14,control,0,9,0.0
10,16,14,control,0,10,0.0
11,16,14,control,0,11,0.0
12,16,14,control,0,12,1.0
13,16,14,control,0,13,0.0
14,16,14,control,0,14,0.0
0,16,15,control,1,0,0.25
1,16,15,control,1,1,1.0
2,16,15,control,1,2,1.0
3,16,15,control,1,3,0.0
4,16,15,control,1,4,1.0
5,16,15,control,1,5,1.0
6,16,15,control,1,6,0.0
7,16,15,control,1,7,0.0
8,16,15,control,1,8,0.0
9,16,15,control,1,9,1.0
10,16,15,control,1,10,0.0
11,16,15,control,1,11,1.0
12,16,15,control,1,12,0.0
13,16,15,control,1,13,0.5
14,16,15,control,1,14,0.0
0,16,16,control,0,0,0.25
1,16,16,control,0,1,1.0
2,16,16,control,0,2,0.3333333333333333
3,16,16,control,0,3,1.0
4,16,16,control,0,4,0.5
5,16,16,control,0,5,0.0
6,16,16,control,0,6,1.0
7,16,16,control,0,7,0.0
8,16,16,control,0,8,1.0
9,16,16,control,0,9,0.0
10,16,16,control,0,10,1.0
11,16,16,control,0,11,0.0
12,16,16,control,0,12,0.0
13,16,16,control,0,13,0.0
14,16,16,control,0,14,1.0
0,16,17,control,1,0,0.25
1,16,17,control,1,1,0.3333333333333333
2,16,17,control,1,2,0.0
3,16,17,control,1,3,1.0
4,16,17,control,1,4,0.0
5,16,17,control,1,5,0.5
6,16,17,control,1,6,0.0
7,16,17,control,1,7,0.0
8,16,17,control,1,8,0.0
9,16,17,control,1,9,0.0
10,16,17,control,1,10,0.0
11,16,17,control,1,11,0.5
12,16,17,control,1,12,0.0
13,16,17,control,1,13,1.0
14,16,17,control,1,14,0.0
0,16,18,control,0,0,0.25
1,16,18,control,0,1,0.0
2,16,18,control,0,2,0.3333333333333333
3,16,18,control,0,3,0.0
4,16,18,control,0,4,0.5
5,16,18,control,0,5,0.0
6,16,18,control,0,6,1.0
7,16,18,control,0,7,0.0
8,16,18,control,0,8,1.0
9,16,18,control,0,9,0.0
10,16,18,control,0,10,0.0
11,16,18,control,0,11,0.0
12,16,18,control,0,12,1.0
13,16,18,control,0,13,1.0
14,16,18,control,0,14,0.0
0,16,19,control,1,0,0.25
1,16,19,control,1,1,1.0
2,16,19,control,1,2,1.0
3,16,19,control,1,3,0.3333333333333333
4,16,19,control,1,4,0.0
5,16,19,control,1,5,1.0
6,16,19,control,1,6,1.0
7,16,19,control,1,7,1.0
8,16,19,control,1,8,0.0
9,16,19,control,1,9,0.5
10,16,19,control,1,10,0.0
11,16,19,control,1,11,0.0
12,16,19,control,1,12,0.0
13,16,19,control,1,13,0.5
14,16,19,control,1,14,0.0
0,14,0,control,0,0,0.25
1,14,0,control,0,1,1.0
2,14,0,control,0,2,0.0
3,14,0,control,0,3,0.0
4,14,0,control,0,4,0.0
5,14,0,control,0,5,0.0
6,14,0,control,0,6,1.0
7,14,0,control,0,7,1.0
8,14,0,control,0,8,0.0
9,14,0,control,0,9,1.0
10,14,0,control,0,10,0.0
11,14,0,control,0,11,1.0
12,14,0,control,0,12,1.0
13,14,0,control,0,13,1.0
14,14,0,control,0,14,1.0
0,14,1,control,1,0,0.25
1,14,1,control,1,1,1.0
2,14,1,control,1,2,0.0
3,14,1,control,1,3,0.3333333333333333
4,14,1,control,1,4,0.0
5,14,1,control,1,5,0.0
6,14,1,control,1,6,0.0
7,14,1,control,1,7,1.0
8,14,1,control,1,8,0.0
9,14,1,control,1,9,1.0
10,14,1,control,1,10,0.0
11,14,1,control,1,11,0.0
12,14,1,control,1,12,1.0
13,14,1,control,1,13,0.0
14,14,1,control,1,14,0.5
0,14,2,control,0,0,0.25
1,14,2,control,0,1,1.0
2,14,2,control,0,2,1.0
3,14,2,control,0,3,0.0
4,14,2,control,0,4,0.0
5,14,2,control,0,5,0.0
6,14,2,control,0,6,0.0
7,14,2,control,0,7,0.0
8,14,2,control,0,8,1.0
9,14,2,control,0,9,0.0
10,14,2,control,0,10,1.0
11,14,2,control,0,11,1.0
12,14,2,control,0,12,1.0
13,14,2,control,0,13,1.0
14,14,2,control,0,14,1.0
0,14,3,control,1,0,0.25
1,14,3,control,1,1,1.0
2,14,3,control,1,2,0.0
3,14,3,control,1,3,0.3333333333333333
4,14,3,control,1,4,0.0
5,14,3,control,1,5,1.0
6,14,3,control,1,6,0.0
7,14,3,control,1,7,0.5
8,14,3,control,1,8,0.0
9,14,3,control,1,9,1.0
10,14,3,control,1,10,0.0
11,14,3,control,1,11,0.0
12,14,3,control,1,12,0.0
13,14,3,control,1,13,1.0
14,14,3,control,1,14,0.0
0,14,4,control,0,0,0.25
1,14,4,control,0,1,1.0
2,14,4,control,0,2,1.0
3,14,4,control,0,3,0.0
4,14,4,control,0,4,0.3333333333333333
5,14,4,control,0,5,1.0
6,14,4,control,0,6,0.0
7,14,4,control,0,7,0.0
8,14,4,control,0,8,0.0
9,14,4,control,0,9,0.0
10,14,4,control,0,10,1.0
11,14,4,control,0,11,0.0
12,14,4,control,0,12,0.0
13,14,4,control,0,13,1.0
14,14,4,control,0,14,1.0
0,14,5,control,1,0,0.25
1,14,5,control,1,1,0.3333333333333333
2,14,5,control,1,2,0.0
3,14,5,control,1,3,0.0
4,14,5,control,1,4,0.0
5,14,5,control,1,5,0.5
6,14,5,control,1,6,0.0
7,14,5,control,1,7,0.0
8,14,5,control,1,8,0.0
9,14,5,control,1,9,0.0
10,14,5,control,1,10,0.0
11,14,5,control,1,11,0.0
12,14,5,control,1,12,0.0
13,14,5,control,1,13,0.0
14,14,5,control,1,14,0.5
0,14,6,control,0,0,0.25
1,14,6,control,0,1,1.0
2,14,6,control,0,2,1.0
3,14,6,control,0,3,1.0
4,14,6,control,0,4,0.0
5,14,6,control,0,5,1.0
6,14,6,control,0,6,0.0
7,14,6,control,0,7,0.0
8,14,6,control,0,8,1.0
9,14,6,control,0,9,0.0
10,14,6,control,0,10,1.0
11,14,6,control,0,11,1.0
12,14,6,control,0,12,1.0
13,14,6,control,0,13,1.0
14,14,6,control,0,14,1.0
0,14,7,control,1,0,0.25
1,14,7,control,1,1,0.3333333333333333
2,14,7,control,1,2,1.0
3,14,7,control,1,3,0.0
4,14,7,control,1,4,0.0
5,14,7,control,1,5,1.0
6,14,7,control,1,6,0.0
7,14,7,control,1,7,1.0
8,14,7,control,1,8,1.0
9,14,7,control,1,9,1.0
10,14,7,control,1,10,0.0
11,14,7,control,1,11,0.0
12,14,7,control,1,12,0.0
13,14,7,control,1,13,0.0
14,14,7,control,1,14,0.0
0,14,8,control,0,0,0.25
1,14,8,control,0,1,0.0
2,14,8,control,0,2,0.3333333333333333
3,14,8,control,0,3,0.0
4,14,8,control,0,4,0.5
5,14,8,control,0,5,1.0
6,14,8,control,0,6,1.0
7,14,8,control,0,7,1.0
8,14,8,control,0,8,0.0
9,14,8,control,0,9,1.0
10,14,8,control,0,10,1.0
11,14,8,control,0,11,1.0
12,14,8,control,0,12,0.0
13,14,8,control,0,13,0.0
14,14,8,control,0,14,0.0
0,14,9,control,1,0,0.25
1,14,9,control,1,1,0.0
2,14,9,control,1,2,1.0
3,14,9,control,1,3,1.0
4,14,9,control,1,4,1.0
5,14,9,control,1,5,1.0
6,14,9,control,1,6,1.0
7,14,9,control,1,7,1.0
8,14,9,control,1,8,1.0
9,14,9,control,1,9,0.0
10,14,9,control,1,10,0.0
11,14,9,control,1,11,0.0
12,14,9,control,1,12,0.0
13,14,9,control,1,13,1.0
14,14,9,control,1,14,1.0
0,14,10,control,0,0,0.25
1,14,10,control,0,1,0.0
2,14,10,control,0,2,0.5
3,14,10,control,0,3,0.0
4,14,10,control,0,4,0.5
5,14,10,control,0,5,0.0
6,14,10,control,0,6,1.0
7,14,10,control,0,7,0.0
8,14,10,control,0,8,1.0
9,14,10,control,0,9,0.0
10,14,10,control,0,10,1.0
11,14,10,control,0,11,0.0
12,14,10,control,0,12,0.5
13,14,10,control,0,13,1.0
14,14,10,control,0,14,0.5
0,14,11,control,1,0,0.25
1,14,11,control,1,1,1.0
2,14,11,control,1,2,1.0
3,14,11,control,1,3,1.0
4,14,11,control,1,4,1.0
5,14,11,control,1,5,1.0
6,14,11,control,1,6,1.0
7,14,11,control,1,7,1.0
8,14,11,control,1,8,1.0
9,14,11,control,1,9,0.0
10,14,11,control,1,10,0.0
11,14,11,control,1,11,0.0
12,14,11,control,1,12,1.0
13,14,11,control,1,13,1.0
14,14,11,control,1,14,1.0
0,14,12,control,0,0,0.25
1,14,12,control,0,1,0.0
2,14,12,control,0,2,0.3333333333333333
3,14,12,control,0,3,0.0
4,14,12,control,0,4,1.0
5,14,12,control,0,5,0.0
6,14,12,control,0,6,1.0
7,14,12,control,0,7,1.0
8,14,12,control,0,8,1.0
9,14,12,control,0,9,1.0
10,14,12,control,0,10,0.0
11,14,12,control,0,11,1.0
12,14,12,control,0,12,1.0
13,14,12,control,0,13,1.0
14,14,12,control,0,14,1.0
0,14,13,control,1,0,0.25
1,14,13,control,1,1,0.3333333333333333
2,14,13,control,1,2,0.0
3,14,13,control,1,3,0.5
4,14,13,control,1,4,0.0
5,14,13,control,1,5,0.0
6,14,13,control,1,6,0.0
7,14,13,control,1,7,0.0
8,14,13,control,1,8,0.0
9,14,13,control,1,9,0.0
10,14,13,control,1,10,1.0
11,14,13,control,1,11,1.0
12,14,13,control,1,12,1.0
13,14,13,control,1,13,1.0
14,14,13,control,1,14,1.0
0,14,14,control,0,0,0.25
1,14,14,control,0,1,0.3333333333333333
2,14,14,control,0,2,1.0
3,14,14,control,0,3,0.0
4,14,14,control,0,4,0.5
5,14,14,control,0,5,0.0
6,14,14,control,0,6,1.0
7,14,14,control,0,7,0.5
8,14,14,control,0,8,0.0
